Connected to COM3

ClearSy Safety Plateform - Startup
Version 0.7 
Replicas initialisation
PIC 0 - Card 0
(55:55)
nb_global_inputs 11, nb_local_inputs 3, nb_external_inputs 8 
nb_external_inputs 8, nb_external_outputs 8 
Cycle 0 time: 21
RW cycle time: 804
Cycle 1 time: 526
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 792
Cycle 1 time: 593
Cycle 2 time: 247
Cycle 0 time: 27
RW cycle time: 867
Cycle 1 time: 576
Cycle 2 time: 239
Cycle 0 time: 18
RW cycle time: 833
Cycle 1 time: 586
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 850
Cycle 1 time: 513
Cycle 2 time: 250
Cycle 0 time: 21
RW cycle time: 784
Cycle 1 time: 559
Cycle 2 time: 245
Cycle 0 time: 21
RW cycle time: 825
clock 3222053 ms | mcu 0 | user time 616 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 98933 | nb_rw_cycle_counter 32977 | nb_inter_pic_trame_counter 98932
Cycle 1 time: 622
Cycle 2 time: 237
Cycle 0 time: 22
RW cycle time: 881
Cycle 1 time: 574
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 838
Cycle 1 time: 593
Cycle 2 time: 244
Cycle 0 time: 23
RW cycle time: 860
Cycle 1 time: 579
Cycle 2 time: 249
Cycle 0 time: 20
RW cycle time: 848
Cycle 1 time: 586
Cycle 2 time: 242
Cycle 0 time: 23
RW cycle time: 851
Cycle 1 time: 565
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 830
Cycle 1 time: 559
Cycle 2 time: 248
Cycle 0 time: 20
RW cycle time: 827
Cycle 1 time: 583
Cycle 2 time: 259
Cycle 0 time: 20
RW cycle time: 862
Cycle 1 time: 567
Cycle 2 time: 250
Cycle 0 time: 21
RW cycle time: 838
Cycle 1 time: 573
Cycle 2 time: 252
Cycle 0 time: 22
RW cycle time: 847
Cycle 1 time: 648
Cycle 2 time: 251
Cycle 0 time: 20
RW cycle time: 919
Cycle 1 time: 494
Cycle 2 time: 253
Cycle 0 time: 22
RW cycle time: 769
Cycle 1 time: 557
Cycle 2 time: 252
Cycle 0 time: 23
RW cycle time: 832
Cycle 1 time: 566
Cycle 2 time: 256
Cycle 0 time: 22
RW cycle time: 844
Cycle 1 time: 585
Cycle 2 time: 245
Cycle 0 time: 21
RW cycle time: 851
Cycle 1 time: 586
Cycle 2 time: 243
Cycle 0 time: 23
RW cycle time: 852
Cycle 1 time: 574
Cycle 2 time: 253
Cycle 0 time: 24
RW cycle time: 851
Cycle 1 time: 611
Cycle 2 time: 259
Cycle 0 time: 19
RW cycle time: 889
Cycle 1 time: 541
Cycle 2 time: 251
Cycle 0 time: 20
RW cycle time: 812
Cycle 1 time: 571
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 837
Cycle 1 time: 592
Cycle 2 time: 252
Cycle 0 time: 20
RW cycle time: 864
Cycle 1 time: 697
Cycle 2 time: 244
Cycle 0 time: 21
RW cycle time: 962
Cycle 1 time: 609
Cycle 2 time: 255
Cycle 0 time: 21
RW cycle time: 885
Cycle 1 time: 559
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 826
clock 3224102 ms | mcu 0 | user time 624 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99005 | nb_rw_cycle_counter 33001 | nb_inter_pic_trame_counter 99004
Cycle 1 time: 630
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 890
Cycle 1 time: 573
Cycle 2 time: 248
Cycle 0 time: 19
RW cycle time: 840
Cycle 1 time: 537
Cycle 2 time: 278
Cycle 0 time: 20
RW cycle time: 835
Cycle 1 time: 529
Cycle 2 time: 254
Cycle 0 time: 21
RW cycle time: 804
Cycle 1 time: 582
Cycle 2 time: 269
Cycle 0 time: 18
RW cycle time: 869
Cycle 1 time: 546
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 804
Cycle 1 time: 575
Cycle 2 time: 247
Cycle 0 time: 20
RW cycle time: 842
Cycle 1 time: 532
Cycle 2 time: 246
Cycle 0 time: 20
RW cycle time: 798
Cycle 1 time: 575
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 838
Cycle 1 time: 575
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 839
Cycle 1 time: 581
Cycle 2 time: 256
Cycle 0 time: 19
RW cycle time: 856
Cycle 1 time: 568
Cycle 2 time: 247
Cycle 0 time: 22
RW cycle time: 837
Cycle 1 time: 684
Cycle 2 time: 274
Cycle 0 time: 21
RW cycle time: 979
Cycle 1 time: 556
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 822
Cycle 1 time: 545
Cycle 2 time: 250
Cycle 0 time: 18
RW cycle time: 813
Cycle 1 time: 592
Cycle 2 time: 250
Cycle 0 time: 20
RW cycle time: 862
Cycle 1 time: 561
Cycle 2 time: 266
Cycle 0 time: 19
RW cycle time: 846
Cycle 1 time: 564
Cycle 2 time: 255
Cycle 0 time: 19
RW cycle time: 838
Cycle 1 time: 569
Cycle 2 time: 253
Cycle 0 time: 25
RW cycle time: 847
Cycle 1 time: 575
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 840
Cycle 1 time: 686
Cycle 2 time: 247
Cycle 0 time: 21
RW cycle time: 954
Cycle 1 time: 460
Cycle 2 time: 249
Cycle 0 time: 21
RW cycle time: 730
Cycle 1 time: 507
Cycle 2 time: 238
Cycle 0 time: 19
RW cycle time: 764
Cycle 1 time: 320
Cycle 2 time: 243
Cycle 0 time: 21
RW cycle time: 584
Cycle 1 time: 602
clock 3226117 ms | mcu 0 | user time 242 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99078 | nb_rw_cycle_counter 33025 | nb_inter_pic_trame_counter 99077
Cycle 2 time: 248
Cycle 0 time: 15
RW cycle time: 865
Cycle 1 time: 520
Cycle 2 time: 246
Cycle 0 time: 24
RW cycle time: 790
Cycle 1 time: 553
Cycle 2 time: 248
Cycle 0 time: 21
RW cycle time: 822
Cycle 1 time: 560
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 824
Cycle 1 time: 585
Cycle 2 time: 250
Cycle 0 time: 19
RW cycle time: 854
Cycle 1 time: 587
Cycle 2 time: 250
Cycle 0 time: 22
RW cycle time: 859
Cycle 1 time: 522
Cycle 2 time: 246
Cycle 0 time: 22
RW cycle time: 790
Cycle 1 time: 629
Cycle 2 time: 246
Cycle 0 time: 20
RW cycle time: 895
Cycle 1 time: 510
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 775
Cycle 1 time: 631
Cycle 2 time: 243
Cycle 0 time: 25
RW cycle time: 899
Cycle 1 time: 566
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 829
Cycle 1 time: 568
Cycle 2 time: 249
Cycle 0 time: 22
RW cycle time: 839
Cycle 1 time: 560
Cycle 2 time: 244
Cycle 0 time: 20
RW cycle time: 824
Cycle 1 time: 577
Cycle 2 time: 244
Cycle 0 time: 20
RW cycle time: 841
Cycle 1 time: 560
Cycle 2 time: 245
Cycle 0 time: 24
RW cycle time: 829
Cycle 1 time: 578
Cycle 2 time: 248
Cycle 0 time: 22
RW cycle time: 848
Cycle 1 time: 586
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 845
Cycle 1 time: 622
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 886
Cycle 1 time: 575
Cycle 2 time: 248
Cycle 0 time: 21
RW cycle time: 844
Cycle 1 time: 534
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 797
Cycle 1 time: 579
Cycle 2 time: 250
Cycle 0 time: 19
RW cycle time: 848
Cycle 1 time: 605
Cycle 2 time: 245
Cycle 0 time: 20
RW cycle time: 870
Cycle 1 time: 545
Cycle 2 time: 259
Cycle 0 time: 17
RW cycle time: 821
Cycle 1 time: 592
Cycle 2 time: 249
Cycle 0 time: 19
RW cycle time: 860
Cycle 1 time: 585
clock 3228131 ms | mcu 0 | user time 243 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99150 | nb_rw_cycle_counter 33049 | nb_inter_pic_trame_counter 99149
Cycle 2 time: 249
Cycle 0 time: 15
RW cycle time: 849
Cycle 1 time: 518
Cycle 2 time: 251
Cycle 0 time: 20
RW cycle time: 789
Cycle 1 time: 538
Cycle 2 time: 303
Cycle 0 time: 20
RW cycle time: 861
Cycle 1 time: 509
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 774
Cycle 1 time: 641
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 907
Cycle 1 time: 572
Cycle 2 time: 248
Cycle 0 time: 19
RW cycle time: 839
Cycle 1 time: 603
Cycle 2 time: 268
Cycle 0 time: 19
RW cycle time: 890
Cycle 1 time: 559
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 822
Cycle 1 time: 547
Cycle 2 time: 249
Cycle 0 time: 19
RW cycle time: 815
Cycle 1 time: 568
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 833
Cycle 1 time: 540
Cycle 2 time: 273
Cycle 0 time: 21
RW cycle time: 834
Cycle 1 time: 544
Cycle 2 time: 253
Cycle 0 time: 20
RW cycle time: 817
Cycle 1 time: 594
Cycle 2 time: 242
Cycle 0 time: 20
RW cycle time: 856
Cycle 1 time: 585
Cycle 2 time: 248
Cycle 0 time: 21
RW cycle time: 854
Cycle 1 time: 591
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 852
Cycle 1 time: 573
Cycle 2 time: 249
Cycle 0 time: 20
RW cycle time: 842
Cycle 1 time: 570
Cycle 2 time: 239
Cycle 0 time: 23
RW cycle time: 832
Cycle 1 time: 577
Cycle 2 time: 251
Cycle 0 time: 18
RW cycle time: 846
Cycle 1 time: 572
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 836
Cycle 1 time: 581
Cycle 2 time: 251
Cycle 0 time: 19
RW cycle time: 851
Cycle 1 time: 566
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 828
Cycle 1 time: 545
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 805
Cycle 1 time: 543
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 806
Cycle 1 time: 587
Cycle 2 time: 253
Cycle 0 time: 20
RW cycle time: 860
Cycle 1 time: 561
clock 3230138 ms | mcu 0 | user time 246 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99222 | nb_rw_cycle_counter 33073 | nb_inter_pic_trame_counter 99221
Cycle 2 time: 252
Cycle 0 time: 15
RW cycle time: 828
Cycle 1 time: 576
Cycle 2 time: 242
Cycle 0 time: 21
RW cycle time: 839
Cycle 1 time: 574
Cycle 2 time: 252
Cycle 0 time: 20
RW cycle time: 846
Cycle 1 time: 567
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 830
Cycle 1 time: 562
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 829
Cycle 1 time: 596
Cycle 2 time: 246
Cycle 0 time: 20
RW cycle time: 862
Cycle 1 time: 586
Cycle 2 time: 250
Cycle 0 time: 18
RW cycle time: 854
Cycle 1 time: 626
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 889
Cycle 1 time: 573
Cycle 2 time: 247
Cycle 0 time: 18
RW cycle time: 838
Cycle 1 time: 581
Cycle 2 time: 251
Cycle 0 time: 24
RW cycle time: 856
Cycle 1 time: 491
Cycle 2 time: 247
Cycle 0 time: 28
RW cycle time: 766
Cycle 1 time: 588
Cycle 2 time: 250
Cycle 0 time: 19
RW cycle time: 857
Cycle 1 time: 628
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 888
Cycle 1 time: 601
Cycle 2 time: 240
Cycle 0 time: 20
RW cycle time: 861
Cycle 1 time: 588
Cycle 2 time: 249
Cycle 0 time: 20
RW cycle time: 857
Cycle 1 time: 518
Cycle 2 time: 262
Cycle 0 time: 20
RW cycle time: 800
Cycle 1 time: 519
Cycle 2 time: 244
Cycle 0 time: 23
RW cycle time: 786
Cycle 1 time: 582
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 842
Cycle 1 time: 932
Cycle 2 time: 247
Cycle 0 time: 16
RW cycle time: 1195
Cycle 1 time: 931
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 1192
Cycle 1 time: 910
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 1176
Cycle 1 time: 899
Cycle 2 time: 304
Cycle 0 time: 24
RW cycle time: 1227
Cycle 1 time: 852
clock 3232159 ms | mcu 0 | user time 243 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99288 | nb_rw_cycle_counter 33095 | nb_inter_pic_trame_counter 99287
Cycle 2 time: 249
Cycle 0 time: 15
RW cycle time: 1116
Cycle 1 time: 931
Cycle 2 time: 257
Cycle 0 time: 21
RW cycle time: 1209
Cycle 1 time: 939
Cycle 2 time: 258
Cycle 0 time: 22
RW cycle time: 1219
Cycle 1 time: 935
Cycle 2 time: 250
Cycle 0 time: 19
RW cycle time: 1204
Cycle 1 time: 930
Cycle 2 time: 249
Cycle 0 time: 17
RW cycle time: 1196
Cycle 1 time: 820
Cycle 2 time: 256
Cycle 0 time: 19
RW cycle time: 1095
Cycle 1 time: 571
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 835
Cycle 1 time: 616
Cycle 2 time: 248
Cycle 0 time: 21
RW cycle time: 885
Cycle 1 time: 589
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 853
Cycle 1 time: 207
Cycle 2 time: 246
Cycle 0 time: 21
RW cycle time: 474
Cycle 1 time: 578
Cycle 2 time: 248
Cycle 0 time: 17
RW cycle time: 843
Cycle 1 time: 593
Cycle 2 time: 240
Cycle 0 time: 17
RW cycle time: 850
Cycle 1 time: 614
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 878
Cycle 1 time: 615
Cycle 2 time: 249
Cycle 0 time: 19
RW cycle time: 883
Cycle 1 time: 564
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 829
Cycle 1 time: 600
Cycle 2 time: 248
Cycle 0 time: 16
RW cycle time: 864
Cycle 1 time: 588
Cycle 2 time: 246
Cycle 0 time: 21
RW cycle time: 855
Cycle 1 time: 643
Cycle 2 time: 251
Cycle 0 time: 18
RW cycle time: 912
Cycle 1 time: 571
Cycle 2 time: 249
Cycle 0 time: 20
RW cycle time: 840
Cycle 1 time: 526
Cycle 2 time: 250
Cycle 0 time: 19
RW cycle time: 795
Cycle 1 time: 526
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 788
Cycle 1 time: 562
Cycle 2 time: 253
Cycle 0 time: 21
RW cycle time: 836
Cycle 1 time: 571
Cycle 2 time: 250
clock 3234159 ms | mcu 0 | user time 20 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99355 | nb_rw_cycle_counter 33118 | nb_inter_pic_trame_counter 99354
Cycle 0 time: 27
RW cycle time: 848
Cycle 1 time: 574
Cycle 2 time: 269
Cycle 0 time: 20
RW cycle time: 863
Cycle 1 time: 563
Cycle 2 time: 247
Cycle 0 time: 18
RW cycle time: 828
Cycle 1 time: 521
Cycle 2 time: 255
Cycle 0 time: 18
RW cycle time: 794
Cycle 1 time: 499
Cycle 2 time: 247
Cycle 0 time: 22
RW cycle time: 768
Cycle 1 time: 575
Cycle 2 time: 242
Cycle 0 time: 18
RW cycle time: 835
Cycle 1 time: 588
Cycle 2 time: 244
Cycle 0 time: 21
RW cycle time: 853
Cycle 1 time: 565
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 829
Cycle 1 time: 582
Cycle 2 time: 246
Cycle 0 time: 22
RW cycle time: 850
Cycle 1 time: 547
Cycle 2 time: 250
Cycle 0 time: 21
RW cycle time: 818
Cycle 1 time: 443
Cycle 2 time: 240
Cycle 0 time: 20
RW cycle time: 703
Cycle 1 time: 589
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 854
Cycle 1 time: 577
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 841
Cycle 1 time: 581
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 842
Cycle 1 time: 493
Cycle 2 time: 247
Cycle 0 time: 21
RW cycle time: 761
Cycle 1 time: 554
Cycle 2 time: 247
Cycle 0 time: 20
RW cycle time: 821
Cycle 1 time: 592
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 856
Cycle 1 time: 578
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 840
Cycle 1 time: 595
Cycle 2 time: 264
Cycle 0 time: 22
RW cycle time: 881
Cycle 1 time: 570
Cycle 2 time: 250
Cycle 0 time: 17
RW cycle time: 837
Cycle 1 time: 609
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 867
Cycle 1 time: 560
Cycle 2 time: 248
Cycle 0 time: 20
RW cycle time: 828
Cycle 1 time: 514
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 779
Cycle 1 time: 590
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 853
Cycle 1 time: 625
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 887
clock 3236206 ms | mcu 0 | user time 576 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99428 | nb_rw_cycle_counter 33142 | nb_inter_pic_trame_counter 99427
Cycle 1 time: 583
Cycle 2 time: 239
Cycle 0 time: 18
RW cycle time: 840
Cycle 1 time: 584
Cycle 2 time: 247
Cycle 0 time: 16
RW cycle time: 847
Cycle 1 time: 579
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 839
Cycle 1 time: 578
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 845
Cycle 1 time: 580
Cycle 2 time: 245
Cycle 0 time: 21
RW cycle time: 846
Cycle 1 time: 626
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 890
Cycle 1 time: 574
Cycle 2 time: 246
Cycle 0 time: 22
RW cycle time: 842
Cycle 1 time: 576
Cycle 2 time: 254
Cycle 0 time: 21
RW cycle time: 851
Cycle 1 time: 565
Cycle 2 time: 250
Cycle 0 time: 24
RW cycle time: 839
Cycle 1 time: 582
Cycle 2 time: 241
Cycle 0 time: 21
RW cycle time: 844
Cycle 1 time: 568
Cycle 2 time: 244
Cycle 0 time: 20
RW cycle time: 832
Cycle 1 time: 600
Cycle 2 time: 248
Cycle 0 time: 22
RW cycle time: 870
Cycle 1 time: 579
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 845
Cycle 1 time: 578
Cycle 2 time: 249
Cycle 0 time: 20
RW cycle time: 847
Cycle 1 time: 319
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 580
Cycle 1 time: 594
Cycle 2 time: 244
Cycle 0 time: 21
RW cycle time: 859
Cycle 1 time: 592
Cycle 2 time: 253
Cycle 0 time: 17
RW cycle time: 862
Cycle 1 time: 568
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 831
Cycle 1 time: 626
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 890
Cycle 1 time: 595
Cycle 2 time: 250
Cycle 0 time: 21
RW cycle time: 866
Cycle 1 time: 550
Cycle 2 time: 247
Cycle 0 time: 20
RW cycle time: 817
Cycle 1 time: 565
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 831
Cycle 1 time: 581
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 844
Cycle 1 time: 580
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 839
clock 3238216 ms | mcu 0 | user time 575 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99500 | nb_rw_cycle_counter 33166 | nb_inter_pic_trame_counter 99499
Cycle 1 time: 582
Cycle 2 time: 239
Cycle 0 time: 17
RW cycle time: 838
Cycle 1 time: 586
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 851
Cycle 1 time: 535
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 799
Cycle 1 time: 575
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 839
Cycle 1 time: 575
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 836
Cycle 1 time: 570
Cycle 2 time: 242
Cycle 0 time: 18
RW cycle time: 830
Cycle 1 time: 572
Cycle 2 time: 240
Cycle 0 time: 18
RW cycle time: 830
Cycle 1 time: 569
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 830
Cycle 1 time: 632
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 898
Cycle 1 time: 572
Cycle 2 time: 242
Cycle 0 time: 24
RW cycle time: 838
Cycle 1 time: 564
Cycle 2 time: 258
Cycle 0 time: 17
RW cycle time: 839
Cycle 1 time: 572
Cycle 2 time: 239
Cycle 0 time: 17
RW cycle time: 828
Cycle 1 time: 580
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 843
Cycle 1 time: 591
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 854
Cycle 1 time: 578
Cycle 2 time: 248
Cycle 0 time: 19
RW cycle time: 845
Cycle 1 time: 573
Cycle 2 time: 244
Cycle 0 time: 18
RW cycle time: 835
Cycle 1 time: 563
Cycle 2 time: 243
Cycle 0 time: 20
RW cycle time: 826
Cycle 1 time: 604
Cycle 2 time: 249
Cycle 0 time: 17
RW cycle time: 870
Cycle 1 time: 599
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 861
Cycle 1 time: 648
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 909
Cycle 1 time: 581
Cycle 2 time: 242
Cycle 0 time: 17
RW cycle time: 840
Cycle 1 time: 604
Cycle 2 time: 249
Cycle 0 time: 19
RW cycle time: 872
Cycle 1 time: 563
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 827
Cycle 1 time: 569
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 829
clock 3240246 ms | mcu 0 | user time 605 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99572 | nb_rw_cycle_counter 33190 | nb_inter_pic_trame_counter 99571
Cycle 1 time: 611
Cycle 2 time: 240
Cycle 0 time: 17
RW cycle time: 868
Cycle 1 time: 562
Cycle 2 time: 246
Cycle 0 time: 17
RW cycle time: 825
Cycle 1 time: 582
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 842
Cycle 1 time: 621
Cycle 2 time: 250
Cycle 0 time: 17
RW cycle time: 888
Cycle 1 time: 540
Cycle 2 time: 255
Cycle 0 time: 25
RW cycle time: 820
Cycle 1 time: 509
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 773
Cycle 1 time: 582
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 844
Cycle 1 time: 600
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 860
Cycle 1 time: 595
Cycle 2 time: 249
Cycle 0 time: 16
RW cycle time: 860
Cycle 1 time: 581
Cycle 2 time: 251
Cycle 0 time: 17
RW cycle time: 849
Cycle 1 time: 534
Cycle 2 time: 256
Cycle 0 time: 18
RW cycle time: 808
Cycle 1 time: 614
Cycle 2 time: 247
Cycle 0 time: 19
RW cycle time: 880
Cycle 1 time: 575
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 838
Cycle 1 time: 600
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 860
Cycle 1 time: 586
Cycle 2 time: 237
Cycle 0 time: 18
RW cycle time: 841
Cycle 1 time: 720
Cycle 2 time: 253
Cycle 0 time: 25
RW cycle time: 998
Cycle 1 time: 735
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 999
Cycle 1 time: 583
Cycle 2 time: 249
Cycle 0 time: 17
RW cycle time: 849
Cycle 1 time: 583
Cycle 2 time: 270
Cycle 0 time: 21
RW cycle time: 874
Cycle 1 time: 528
Cycle 2 time: 252
Cycle 0 time: 18
RW cycle time: 798
Cycle 1 time: 572
Cycle 2 time: 244
Cycle 0 time: 18
RW cycle time: 834
Cycle 1 time: 679
Cycle 2 time: 243
Cycle 0 time: 18
RW cycle time: 940
Cycle 1 time: 582
Cycle 2 time: 250
Cycle 0 time: 24
RW cycle time: 856
Cycle 1 time: 590
clock 3242249 ms | mcu 0 | user time 242 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 99642 | nb_rw_cycle_counter 33213 | nb_inter_pic_trame_counter 99641
Cycle 2 time: 249
Cycle 0 time: 14
RW cycle time: 853
Cycle 1 time: 578
Cycle 2 time: 243
Cycle 0 time: 22
RW cycle time: 843
Cycle 1 time: 516
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 777
Cycle 1 time: 713
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 975
Cycle 1 time: 488
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 749
Cycle 1 time: 599
Cycle 2 time: 250
Cycle 0 time: 19
RW cycle time: 868
Cycle 1 time: 569
Cycle 2 time: 248
Cycle 0 time: 16
RW cycle time: 833
Cycle 1 time: 570
Cycle 2 time: 240
Cycle 0 time: 21
RW cycle time: 831
Cycle 1 time: 644
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 908
Cycle 1 time: 456
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 716
Cycle 1 time: 596
Cycle 2 time: 252
Cycle 0 time: 21
RW cycle time: 869
Cycle 1 time: 586
Cycle 2 time: 253
Cycle 0 time: 18
RW cycle time: 857
Cycle 1 time: 575
Cycle 2 time: 259
Cycle 0 time: 20
RW cycle time: 854
Cycle 1 time: 577
Cycle 2 time: 240
Cycle 0 time: 19
RW cycle time: 836
Cycle 1 time: 593
Cycle 2 time: 244
Cycle 0 time: 18
RW cycle time: 855
Cycle 1 time: 543
Cycle 2 time: 276
Cycle 0 time: 18
RW cycle time: 837
Cycle 1 time: 534
Cycle 2 time: 242
Cycle 0 time: 17
RW cycle time: 793
Cycle 1 time: 575
Cycle 2 time: 245
Cycle 0 time: 16
RW cycle time: 836
Cycle 1 time: 611
Cycle 2 time: 252
Cycle 0 time: 18
RW cycle time: 881
Cycle 1 time: 585
Cycle 2 time: 250
Cycle 0 time: 21
RW cycle time: 856
Cycle 1 time: 583
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 847
Cycle 1 time: 495
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 756
Cycle 1 time: 634
Cycle 2 time: 248
Cycle 0 time: 21
RW cycle time: 903
Cycle 1 time: 553
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 820
Cycle 1 time: 590
clock 3244265 ms | mcu 0 | user time 247 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
